class,text
notdetected,they kept much of the plot but jettisoned the stuff that would make this a moving experience for people who haven't read the book . 
notdetected,just because a walk to remember is shrewd enough to activate girlish tear ducts doesn't mean it's good enough for our girls . 
notdetected,"[carvey's] characters are both overplayed and exaggerated , but then again , subtlety has never been his trademark . "
notdetected,"it's mildly interesting to ponder the peculiar american style of justice that plays out here , but it's so muddled and derivative that few will bother thinking it all through . "
notdetected,this dreadfully earnest inversion of the concubine love triangle eschews the previous film's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension . 
notdetected,"brown's saga , like many before his , makes for snappy prose but a stumblebum of a movie . "
notdetected,"the boys' sparring , like the succession of blows dumped on guei , wears down the story's more cerebral , and likable , plot elements . "
notdetected,the script by vincent r . nebrida . . . tries to cram too many ingredients into one small pot . 
notdetected,"the story is so light and sugary that were it a macy's thanksgiving day parade balloon , extra heavy-duty ropes would be needed to keep it from floating away . "
notdetected,"oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between . "
notdetected,"since dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche . "
notdetected,only those most addicted to film violence in all its forms will find anything here to appreciate . 
notdetected,"cold and scattered , minority report commands interest almost solely as an exercise in gorgeous visuals . that's not vintage spielberg and that , finally , is minimally satisfying . "
notdetected,"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie ! "
notdetected,it's not difficult to spot the culprit early-on in this predictable thriller . 
notdetected,"[a] soulless , stupid sequel . . . "
notdetected, . . . a mostly boring affair with a confusing sudden finale that's likely to irk viewers . 
notdetected,the trappings of i spy are so familiar you might as well be watching a rerun . 
notdetected,what starts off as a potentially incredibly twisting mystery becomes simply a monster chase film . 
notdetected,"in the wake of saving private ryan , black hawk down and we were soldiers , you are likely to be as heartily sick of mayhem as cage's war-weary marine . "
notdetected,"it is messy , uncouth , incomprehensible , vicious and absurd . "
notdetected,really does feel like a short stretched out to feature length . 
notdetected,"hampered -- no , paralyzed -- by a self-indulgent script . . . that aims for poetry and ends up sounding like satire . "
notdetected,"cheap , vulgar dialogue and a plot that crawls along at a snail's pace . "
notdetected,"and if you appreciate the one-sided theme to lawrence's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified martin lawrence lovefest . if you are willing to do this , then you so crazy ! "
notdetected,"directed without the expected flair or imagination by hong kong master john woo , windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length . "
notdetected,it's a very tasteful rock and roll movie . you could put it on a coffee table anywhere . 
notdetected,"the movie is loaded with good intentions , but in his zeal to squeeze the action and our emotions into the all-too-familiar dramatic arc of the holocaust escape story , minac drains his movie of all individuality . "
